28,77,81,127,127,158,158,158,127,158,158,158,158,158,158,127,0,81,127,127,127,127,127,158,127,127,127,165,127,165,127,127,81,127,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,81,81,127,165,158,174,158,127,127,127,158,158,174,
168,141,158,127,127,81,81,81,0,81,81,81,81,81,81,127,158,158,127,127,127,127,127,81,127,127,165,189,127,165,127,129,158,127,127,174,174,158,127,127,127,127,127,127,158,158,158,127,127,127,158,158,158,127,165,81,0,0,0,0,0,0,0,0,
158,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,0,0,0,0,0,0,0,0,0,0,0,0,2,42,70,22,0,0,0,0,81,127,127,127,127,127,127,81,81,81,127,127,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
127,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,47,93,75,22,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
127,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,30,87,91,42,3,2,5,8,9,6,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
127,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,26,78,81,31,12,18,26,31,32,27,20,11,7,5,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
127,127,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,1,2,3,82,5,82,127,127,127,128,158,203,88,138,131,131,41,45,192,133,92,40,34,87,26,21,16,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
81,158,0,0,0,0,0,0,0,0,0,0,4,11,17,18,18,84,20,129,185,175,159,129,129,130,130,186,172,185,138,134,133,177,177,192,153,175,200,162,162,161,132,208,85,14,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165,
0,158,81,0,0,0,0,0,0,0,0,6,22,33,131,147,197,219,161,42,43,44,45,45,45,46,48,68,95,91,60,50,50,50,50,50,103,103,192,94,50,94,133,204,131,27,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,184,
0,127,127,0,0,0,0,0,0,0,2,16,131,133,203,230,223,230,93,49,49,49,50,50,50,50,61,95,84,63,51,50,50,50,50,50,50,50,50,50,50,50,50,134,169,160,20,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127,
0,127,127,0,0,0,0,0,0,0,4,23,168,237,238,235,224,50,50,50,50,50,50,50,50,52,68,91,62,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,49,118,160,17,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,174,
0,127,127,0,0,0,0,0,0,0,4,129,197,193,189,195,172,50,50,50,50,50,50,50,50,50,63,91,58,50,50,50,50,50,50,50,50,50,48,48,48,49,50,50,50,49,148,185,13,3,1,0,0,0,0,0,0,0,0,0,0,0,81,158,
0,127,165,0,0,0,0,0,0,0,2,18,186,197,162,172,162,50,50,50,50,50,50,50,50,55,85,93,60,50,49,49,50,50,50,50,50,50,50,49,48,48,49,50,50,50,93,161,28,14,4,1,0,0,0,0,0,0,0,0,0,0,81,158,
127,143,127,0,0,0,0,0,0,0,1,10,30,161,93,50,50,50,50,50,50,50,50,50,57,67,97,85,54,48,48,49,50,50,50,50,50,50,50,50,50,49,48,49,50,50,49,133,132,32,20,5,1,0,0,0,0,0,0,0,0,0,0,127,
0,158,0,0,0,0,0,0,0,1,1,3,24,161,93,50,50,50,50,50,50,50,50,57,85,86,83,58,49,50,50,50,50,50,50,50,50,50,50,50,50,50,48,47,49,50,50,50,177,45,34,17,3,1,0,0,0,0,0,0,0,0,0,127,
169,0,0,0,0,0,0,0,0,1,1,3,24,161,94,50,50,50,50,50,50,50,50,53,71,71,57,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,49,46,46,48,50,50,50,177,44,30,10,1,1,0,0,0,0,0,0,0,0,127,
169,0,0,0,0,0,0,0,1,1,1,4,25,161,94,50,50,49,48,48,50,50,50,50,52,52,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,49,47,47,49,50,50,162,93,41,24,6,1,0,0,0,0,0,0,0,0,81,
0,0,0,0,0,0,0,1,1,1,1,4,23,161,93,50,50,48,42,41,48,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,49,50,50,134,134,47,37,17,2,1,0,0,0,0,0,0,0,81,
0,0,0,0,0,0,0,1,1,1,2,4,21,176,49,50,50,48,39,32,45,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,49,49,50,50,50,50,50,50,50,50,49,50,50,177,162,44,27,6,1,1,0,0,0,0,0,0,127,
0,0,0,0,0,0,1,1,1,2,2,3,84,161,49,50,50,49,41,30,43,49,50,50,50,50,50,50,50,50,50,50,50,50,50,50,49,48,47,49,50,50,50,50,50,50,50,50,49,50,94,172,47,34,10,1,1,0,0,0,0,0,0,127,
0,0,0,0,0,0,1,1,1,2,2,5,84,161,49,50,50,49,42,29,39,48,50,50,50,50,50,50,50,49,48,48,49,50,50,50,50,50,49,49,50,50,50,50,50,50,50,50,49,50,94,162,48,37,15,2,1,0,0,0,0,0,0,165,
0,0,0,0,0,1,1,1,2,2,2,5,84,161,49,50,50,49,43,27,32,43,48,49,50,50,50,49,47,44,41,39,41,46,49,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,177,133,38,16,2,1,1,0,0,0,0,0,174,
0,0,0,0,0,1,1,1,2,2,3,6,84,161,49,50,50,49,42,25,22,32,40,44,47,47,46,43,38,32,26,24,28,36,43,47,49,50,50,50,50,50,50,50,50,50,49,50,50,50,50,94,187,37,15,2,1,1,0,0,0,0,0,174,
0,0,0,0,0,1,1,1,2,2,3,5,84,161,49,50,50,49,41,23,16,19,25,30,35,36,35,30,25,21,19,18,20,25,31,38,43,46,48,49,50,50,50,50,50,49,49,50,50,50,50,94,162,34,11,2,1,1,0,0,0,0,0,174,
0,0,0,0,0,1,1,2,2,3,3,7,84,161,49,50,50,48,39,22,15,14,16,19,21,22,22,21,19,19,19,19,19,20,21,24,30,35,40,44,48,50,50,50,50,48,48,50,50,50,50,50,148,185,8,2,1,1,1,0,0,0,0,174,
0,0,0,0,1,1,1,2,2,3,4,7,24,177,49,50,50,48,37,20,14,15,16,16,17,18,18,19,19,19,19,19,19,19,19,19,20,22,25,30,38,45,48,49,47,45,49,50,50,50,50,50,46,175,6,2,1,1,1,0,0,0,0,174,
0,0,0,0,1,1,1,2,2,3,4,7,25,132,133,50,50,47,36,19,14,15,16,17,18,18,19,19,19,20,20,20,25,25,19,19,19,18,18,19,23,32,37,39,38,44,49,50,50,50,50,50,46,130,127,2,1,1,1,0,0,0,0,174,
0,0,0,0,1,1,1,2,2,3,4,7,25,132,133,50,50,47,35,19,15,16,16,17,18,24,24,24,25,33,45,46,57,57,44,38,38,32,18,17,17,19,21,23,29,44,50,50,50,50,50,50,92,160,9,2,2,1,1,0,0,0,0,174,
0,0,0,0,1,1,1,2,2,3,5,7,25,132,133,50,50,47,35,19,15,16,17,18,40,59,60,62,61,78,94,95,89,88,94,89,89,75,31,18,17,16,16,16,24,41,49,50,50,50,50,50,92,160,9,2,2,1,1,0,0,0,0,174,
0,0,0,0,1,1,1,2,3,3,5,7,26,132,133,50,50,47,34,19,15,16,17,37,87,92,92,94,90,79,79,73,60,60,67,82,94,78,40,18,17,16,16,15,20,34,45,49,50,50,50,50,91,159,8,2,2,1,1,1,0,0,0,174,
0,0,0,0,1,1,1,2,3,4,5,9,86,161,50,50,50,46,33,18,15,16,17,24,70,95,96,89,98,97,97,128,122,121,127,122,107,81,77,32,17,16,16,15,16,25,38,48,50,50,50,49,41,159,82,2,2,1,1,1,0,0,0,174,
0,0,0,0,1,1,1,2,3,4,5,11,87,162,50,50,50,45,31,17,15,16,17,40,89,96,120,123,129,135,132,127,122,107,83,126,115,94,93,44,17,16,16,15,14,20,36,48,50,50,50,48,36,158,82,2,2,1,1,1,0,0,0,158,
165,0,0,0,1,1,1,2,3,4,5,14,88,162,50,50,49,44,28,16,15,16,17,40,88,83,90,126,131,132,136,140,151,137,118,141,133,130,93,36,17,16,16,15,15,21,38,48,50,50,50,45,28,158,82,2,2,1,1,1,0,0,0,158,
158,0,0,0,1,1,1,2,2,3,5,14,88,162,50,50,49,44,28,15,15,16,17,24,64,91,85,122,95,103,138,147,161,127,148,148,130,112,92,41,17,16,15,14,14,22,40,49,50,50,49,42,23,158,82,2,2,1,1,0,0,0,0,127,
174,0,0,0,1,1,1,2,2,3,4,13,33,162,94,50,49,44,30,17,15,16,16,17,40,87,90,128,97,119,147,160,163,177,165,145,143,88,87,55,23,16,15,14,14,23,40,49,50,50,49,40,20,158,81,2,2,1,1,0,0,0,0,127,
158,0,0,0,1,1,1,2,2,3,4,11,30,133,134,50,50,46,36,24,16,15,16,17,19,44,83,122,130,128,151,160,193,231,219,151,150,116,81,35,16,16,15,14,14,24,41,49,50,50,48,39,18,158,81,2,1,1,1,0,0,0,0,127,
158,0,0,0,1,1,1,2,2,3,4,8,25,132,133,50,50,49,45,36,25,17,16,16,17,19,44,94,127,131,133,148,150,227,242,223,165,128,94,37,16,15,14,13,14,26,43,49,50,50,48,36,16,158,81,2,1,1,1,0,0,0,0,127,
158,0,0,0,0,1,1,2,2,3,4,7,18,130,133,50,50,50,49,45,34,20,15,16,17,17,19,49,97,94,124,143,146,177,235,213,159,119,92,50,16,15,14,13,15,29,45,50,50,50,46,33,11,158,81,2,1,1,1,0,0,0,0,127,
174,0,0,0,0,1,1,1,2,2,3,4,10,129,147,48,50,50,50,49,41,25,16,15,16,17,17,24,62,86,79,128,148,151,172,159,144,123,86,87,38,14,13,12,16,32,46,50,50,50,45,29,8,158,81,2,1,1,0,0,0,0,0,127,
174,0,0,0,0,1,1,1,2,2,3,4,6,15,160,44,49,50,50,50,44,28,16,15,15,16,16,17,24,55,97,96,129,132,130,130,134,109,83,88,39,14,13,12,16,33,47,50,50,49,44,26,6,174,2,1,1,1,0,0,0,0,0,127,
158,81,0,0,0,1,1,1,2,2,2,3,82,169,21,37,48,50,50,50,46,31,16,14,15,15,16,16,16,30,79,88,80,95,124,91,122,83,78,77,30,13,12,11,16,34,47,50,50,49,44,25,6,174,2,1,1,1,0,0,0,0,0,127,
158,81,0,0,0,0,1,1,1,2,2,3,4,158,166,29,45,50,50,50,47,34,17,13,14,14,15,15,15,17,34,61,87,100,125,124,120,60,83,76,29,12,11,10,16,34,47,50,50,49,44,25,5,174,2,1,1,0,0,0,0,0,0,127,
158,0,0,0,0,0,1,1,1,2,2,2,3,4,175,170,43,49,50,50,48,37,19,12,13,13,14,14,15,15,15,22,36,47,85,96,66,51,94,77,28,11,10,9,15,34,47,50,50,49,44,25,174,2,1,1,1,0,0,0,0,0,0,127,
184,81,0,0,0,0,0,1,1,1,2,2,3,4,7,185,147,49,50,50,48,40,23,12,11,12,13,13,14,14,14,14,14,15,38,78,93,79,88,58,19,10,9,8,14,34,47,50,50,49,44,85,158,2,1,1,1,0,0,0,0,0,0,81,
165,127,0,0,0,0,0,1,1,1,1,2,2,3,5,18,160,48,50,50,49,44,32,18,11,11,11,12,12,12,13,13,13,13,14,28,46,71,42,19,9,9,8,7,14,34,47,50,50,49,43,85,158,1,1,1,0,0,0,0,0,0,0,0,
81,158,0,0,0,0,0,0,1,1,1,2,2,2,3,13,33,162,94,50,50,48,42,31,21,14,11,11,11,11,11,11,11,11,11,11,12,27,11,9,8,8,7,7,14,35,47,50,50,49,43,85,158,1,1,0,0,0,0,0,0,0,0,0,
81,158,0,0,0,0,0,0,0,1,1,1,2,2,3,7,25,186,93,50,50,50,48,43,36,29,23,18,15,12,10,10,10,10,10,10,9,9,8,8,8,7,7,6,16,36,48,50,50,49,42,84,158,1,1,0,0,0,0,0,0,0,0,0,
0,174,0,0,0,0,0,0,0,1,1,1,1,2,2,4,185,146,45,49,50,50,50,49,47,44,40,36,30,23,16,12,9,9,9,8,8,8,8,7,7,6,6,6,20,39,48,50,50,49,40,128,127,1,0,0,0,0,0,0,0,0,0,0,
127,127,0,0,0,0,0,0,0,0,1,1,1,1,2,2,127,128,36,45,49,50,50,50,50,49,49,47,44,39,32,22,13,9,9,7,7,7,7,6,6,6,5,8,25,42,49,50,50,48,37,128,127,0,0,0,0,0,0,0,0,0,0,0,
184,143,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,127,159,130,132,47,49,50,50,50,50,50,49,48,44,36,28,22,19,15,13,10,9,8,6,5,5,11,31,45,50,50,50,46,33,195,127,0,0,0,0,0,0,0,0,0,0,0,
165,165,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,82,128,129,131,92,48,50,50,50,50,50,50,49,47,43,40,38,36,33,29,25,21,17,12,9,17,36,47,50,50,49,91,159,5,0,0,0,0,0,0,0,0,0,0,0,0,
127,127,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,4,10,129,160,168,45,47,49,49,50,50,50,50,49,49,48,47,47,45,43,41,37,32,26,27,40,48,50,50,49,90,159,2,0,0,0,0,0,0,0,0,0,0,0,0,
127,127,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,2,5,12,166,160,35,40,44,47,49,50,50,50,50,50,50,50,50,49,49,48,46,44,42,46,49,50,50,48,131,128,1,0,0,0,0,0,0,0,0,0,0,0,0,
127,127,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,2,2,4,82,175,21,29,37,44,48,50,50,50,50,50,50,50,50,50,50,50,49,49,49,50,50,50,47,130,128,0,0,0,0,0,0,0,0,0,0,0,0,0,
127,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,127,184,174,159,130,90,92,48,48,49,49,49,50,50,50,50,50,50,50,50,50,50,50,45,129,127,0,0,0,0,0,0,0,0,0,0,0,0,0,
127,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,81,2,82,128,159,160,168,168,132,132,44,46,47,48,49,50,50,50,50,50,94,133,168,196,127,0,0,0,0,0,0,0,0,0,0,0,0,127,
81,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,2,5,9,128,128,128,129,175,175,130,38,42,45,93,133,162,162,162,133,168,14,0,0,0,0,0,0,0,0,0,0,0,0,0,195,
127,184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,2,2,3,3,5,7,128,159,175,130,171,186,93,93,47,40,25,5,0,0,0,0,0,0,0,0,0,0,0,0,0,158,
